nu_cm1,R_obs,R_model_best,weight
2000.30200000,0.16699403,0.18824338,1.00000000
2000.78400000,0.16717432,0.18810797,1.00000000
2001.26600000,0.16743235,0.18797204,1.00000000
2001.74900000,0.16756577,0.18783534,1.00000000
2002.23000000,0.16774064,0.18769873,1.00000000
2002.71300000,0.16792901,0.18756110,1.00000000
2003.19500000,0.16802259,0.18742333,1.00000000
2003.67700000,0.16796315,0.18728514,1.00000000
2004.15900000,0.16827971,0.18714657,1.00000000
2004.64100000,0.16822371,0.18700764,1.00000000
2005.12300000,0.16847242,0.18686835,1.00000000
2005.60500000,0.16850380,0.18672874,1.00000000
2006.08700000,0.16855330,0.18658883,1.00000000
2006.57000000,0.16859135,0.18644835,1.00000000
2007.05200000,0.16883596,0.18630790,1.00000000
2007.53400000,0.16882921,0.18616720,1.00000000
2008.01600000,0.16907109,0.18602629,1.00000000
2008.49800000,0.16918643,0.18588518,1.00000000
2008.98000000,0.16930620,0.18574390,1.00000000
2009.46200000,0.16933162,0.18560246,1.00000000
2009.94400000,0.16936166,0.18546089,1.00000000
2010.42700000,0.16955965,0.18531892,1.00000000
2010.90900000,0.16975713,0.18517715,1.00000000
2011.39100000,0.16979738,0.18503531,1.00000000
2011.87300000,0.16991750,0.18489342,1.00000000
2012.35500000,0.17000761,0.18475150,1.00000000
2012.83700000,0.17005227,0.18460958,1.00000000
2013.31900000,0.17005996,0.18446768,1.00000000
2013.80100000,0.17035082,0.18432581,1.00000000
2014.28300000,0.17041054,0.18418400,1.00000000
2014.76600000,0.17055810,0.18404197,1.00000000
2015.24800000,0.17053697,0.18390034,1.00000000
2015.73000000,0.17067311,0.18375883,1.00000000
2016.21200000,0.17093524,0.18361746,1.00000000
2016.69400000,0.17092750,0.18347626,1.00000000
2017.17600000,0.17117166,0.18333524,1.00000000
2017.65800000,0.17132921,0.18319442,1.00000000
2018.14000000,0.17129541,0.18305383,1.00000000
2018.62300000,0.17140570,0.18291319,1.00000000
2019.10500000,0.17163750,0.18277311,1.00000000
2019.58700000,0.17165770,0.18263331,1.00000000
2020.06900000,0.17188668,0.18249383,1.00000000
2020.55100000,0.17194090,0.18235467,1.00000000
2021.03300000,0.17197314,0.18221586,1.00000000
2021.51500000,0.17219127,0.18207741,1.00000000
2021.99700000,0.17242891,0.18193936,1.00000000
2022.47900000,0.17245117,0.18180171,1.00000000
2022.96200000,0.17249313,0.18166421,1.00000000
2023.44400000,0.17274640,0.18152744,1.00000000
2023.92600000,0.17261120,0.18139114,1.00000000
2024.40800000,0.17297009,0.18125533,1.00000000
2024.89000000,0.17288677,0.18112002,1.00000000
2025.37200000,0.17298165,0.18098524,1.00000000
2025.85400000,0.17316912,0.18085101,1.00000000
2026.33600000,0.17326001,0.18071734,1.00000000
2026.81900000,0.17331870,0.18058398,1.00000000
2027.30100000,0.17342687,0.18045151,1.00000000
2027.78300000,0.17357538,0.18031965,1.00000000
2028.26500000,0.17368671,0.18018844,1.00000000
2028.74700000,0.17395755,0.18005789,1.00000000
2029.22900000,0.17365320,0.17992802,1.00000000
2029.71100000,0.17397607,0.17979884,1.00000000
2030.19300000,0.17402617,0.17967038,1.00000000
2030.67600000,0.17427430,0.17954239,1.00000000
2031.15700000,0.17442855,0.17941569,1.00000000
2031.64000000,0.17417872,0.17928923,1.00000000
2032.12200000,0.17444397,0.17916381,1.00000000
2032.60400000,0.17446857,0.17903921,1.00000000
2033.08600000,0.17469244,0.17891543,1.00000000
2033.56800000,0.17489034,0.17879249,1.00000000
2034.05000000,0.17469191,0.17867041,1.00000000
2034.53200000,0.17494762,0.17854921,1.00000000
2035.01400000,0.17509446,0.17842889,1.00000000
2035.49700000,0.17494138,0.17830924,1.00000000
2035.97900000,0.17514832,0.17819077,1.00000000
2036.46100000,0.17543350,0.17807324,1.00000000
2036.94300000,0.17552349,0.17795667,1.00000000
2037.42500000,0.17539988,0.17784107,1.00000000
2037.90700000,0.17550900,0.17772647,1.00000000
2038.38900000,0.17582947,0.17761288,1.00000000
2038.87100000,0.17580807,0.17750030,1.00000000
2039.35400000,0.17596405,0.17738854,1.00000000
2039.83600000,0.17599300,0.17727807,1.00000000
2040.31800000,0.17608978,0.17716866,1.00000000
2040.80000000,0.17617928,0.17706034,1.00000000
2041.28200000,0.17619423,0.17695312,1.00000000
2041.76400000,0.17636906,0.17684701,1.00000000
2042.24600000,0.17645785,0.17674204,1.00000000
2042.72800000,0.17656619,0.17663821,1.00000000
2043.21000000,0.17667455,0.17653553,1.00000000
2043.69300000,0.17646067,0.17643382,1.00000000
2044.17500000,0.17676578,0.17633351,1.00000000
2044.65700000,0.17700965,0.17623439,1.00000000
2045.13900000,0.17696319,0.17613649,1.00000000
2045.62100000,0.17705165,0.17603982,1.00000000
2046.10300000,0.17695345,0.17594438,1.00000000
2046.58500000,0.17731372,0.17585020,1.00000000
2047.06700000,0.17698760,0.17575728,1.00000000
2047.55000000,0.17739034,0.17566545,1.00000000
2048.03200000,0.17728950,0.17557511,1.00000000
2048.51400000,0.17737339,0.17548606,1.00000000
2048.99600000,0.17741643,0.17539833,1.00000000
2049.47800000,0.17756662,0.17531193,1.00000000
2049.96000000,0.17760658,0.17522686,1.00000000
2050.44200000,0.17762962,0.17514314,1.00000000
2050.92400000,0.17761417,0.17506078,1.00000000
2051.40600000,0.17781834,0.17497979,1.00000000
2051.88900000,0.17764010,0.17490002,1.00000000
2052.37100000,0.17792773,0.17482181,1.00000000
2052.85300000,0.17781987,0.17474500,1.00000000
2053.33500000,0.17802779,0.17466960,1.00000000
2053.81700000,0.17799451,0.17459563,1.00000000
2054.29900000,0.17792455,0.17452309,1.00000000
2054.78100000,0.17827758,0.17445198,1.00000000
2055.26300000,0.17829212,0.17438233,1.00000000
2055.74600000,0.17830359,0.17431400,1.00000000
2056.22800000,0.17848589,0.17424728,1.00000000
2056.71000000,0.17856775,0.17418203,1.00000000
2057.19200000,0.17851300,0.17411827,1.00000000
2057.67400000,0.17846571,0.17405601,1.00000000
2058.15600000,0.17872373,0.17399524,1.00000000
2058.63800000,0.17872294,0.17393598,1.00000000
2059.12000000,0.17873076,0.17387824,1.00000000
2059.60300000,0.17869365,0.17382191,1.00000000
2060.08400000,0.17873255,0.17376734,1.00000000
2060.56700000,0.17868018,0.17371408,1.00000000
2061.04900000,0.17895257,0.17366248,1.00000000
2061.53100000,0.17876107,0.17361243,1.00000000
2062.01300000,0.17894451,0.17356393,1.00000000
2062.49500000,0.17895830,0.17351700,1.00000000
2062.97700000,0.17888594,0.17347163,1.00000000
2063.45900000,0.17898884,0.17342784,1.00000000
2063.94100000,0.17906057,0.17338562,1.00000000
2064.42400000,0.17911352,0.17334491,1.00000000
2064.90600000,0.17920555,0.17330587,1.00000000
2065.38800000,0.17930135,0.17326842,1.00000000
2065.87000000,0.17931794,0.17323257,1.00000000
2066.35200000,0.17939807,0.17319832,1.00000000
2066.83400000,0.17938487,0.17316567,1.00000000
2067.31600000,0.17946335,0.17313463,1.00000000
2067.79800000,0.17935318,0.17310521,1.00000000
2068.28100000,0.17949143,0.17307734,1.00000000
2068.76300000,0.17953239,0.17305115,1.00000000
2069.24500000,0.17956277,0.17302658,1.00000000
2069.72700000,0.17965468,0.17300363,1.00000000
2070.20900000,0.17964206,0.17298230,1.00000000
2070.69100000,0.17954941,0.17296261,1.00000000
2071.17300000,0.17953797,0.17294454,1.00000000
2071.65500000,0.17957886,0.17292810,1.00000000
2072.13700000,0.17975825,0.17291329,1.00000000
2072.62000000,0.17960325,0.17290009,1.00000000
2073.10200000,0.17977084,0.17288855,1.00000000
2073.58400000,0.17958257,0.17287865,1.00000000
2074.06600000,0.17961269,0.17287037,1.00000000
2074.54800000,0.17961668,0.17286373,1.00000000
2075.03000000,0.17975548,0.17285873,1.00000000
2075.51200000,0.17978111,0.17285536,1.00000000
2075.99400000,0.17976898,0.17285362,1.00000000
2076.47700000,0.17970510,0.17285352,1.00000000
2076.95900000,0.17985504,0.17285504,1.00000000
2077.44100000,0.17989595,0.17285820,1.00000000
2077.92300000,0.17978522,0.17286298,1.00000000
2078.40500000,0.17974066,0.17286940,1.00000000
2078.88700000,0.17985134,0.17287743,1.00000000
2079.36900000,0.17979280,0.17288709,1.00000000
2079.85100000,0.17992595,0.17289837,1.00000000
2080.33300000,0.17979256,0.17291126,1.00000000
2080.81600000,0.17962242,0.17292580,1.00000000
2081.29800000,0.17972895,0.17294193,1.00000000
2081.78000000,0.17984032,0.17295966,1.00000000
2082.26200000,0.17968273,0.17297899,1.00000000
2082.74400000,0.17961191,0.17299993,1.00000000
2083.22600000,0.17975855,0.17302246,1.00000000
2083.70800000,0.17976257,0.17304659,1.00000000
2084.19000000,0.17987155,0.17307230,1.00000000
2084.67300000,0.17955436,0.17309965,1.00000000
2085.15500000,0.17973192,0.17312853,1.00000000
2085.63700000,0.17961999,0.17315898,1.00000000
2086.11900000,0.17947156,0.17319100,1.00000000
2086.60100000,0.17959258,0.17322458,1.00000000
2087.08300000,0.17956315,0.17325972,1.00000000
2087.56500000,0.17946637,0.17329640,1.00000000
2088.04700000,0.17968417,0.17333464,1.00000000
2088.53000000,0.17944940,0.17337449,1.00000000
2089.01100000,0.17962425,0.17341571,1.00000000
2089.49400000,0.17944316,0.17345863,1.00000000
2089.97600000,0.17958888,0.17350298,1.00000000
2090.45800000,0.17954854,0.17354884,1.00000000
2090.94000000,0.17935789,0.17359620,1.00000000
2091.42200000,0.17937327,0.17364506,1.00000000
2091.90400000,0.17926749,0.17369541,1.00000000
2092.38600000,0.17949609,0.17374724,1.00000000
2092.86800000,0.17937714,0.17380054,1.00000000
